attendance,endurance,strength,flexibility,participation,skill_speed,physical_progress,score
64,59,76,87,72,37,52,55.56
65,84,49,36,65,59,66,59.23
51,62,51,32,98,82,49,60.99
85,71,61,55,82,82,89,78.04
68,35,88,83,58,88,43,64.55
87,37,70,31,87,78,83,68.25
99,69,48,61,87,30,59,62.33
70,85,87,68,69,63,93,81.5
60,46,62,42,91,87,52,62.4
90,36,42,73,85,56,52,63.4
52,69,84,31,78,43,43,58.45
83,87,62,40,62,66,45,60.37
67,91,78,66,87,49,74,67.96
64,83,64,86,71,55,71,70.07
74,38,75,65,56,76,58,68.46
99,80,63,76,83,55,74,74.15
64,39,46,47,59,89,69,55.62
79,78,69,87,94,79,92,81.88
66,59,53,44,96,77,71,67.77
67,38,88,52,86,76,60,65.04
80,75,80,43,99,80,80,82.21
99,55,39,88,86,51,78,68.15
92,93,46,59,92,87,44,72.62
67,63,40,38,92,44,62,61.07
84,56,39,80,72,30,83,62.02
62,56,58,85,65,32,61,60.48
63,70,75,63,82,59,80,67.39
85,47,52,54,80,86,67,68.5
67,79,59,76,91,83,43,67.59
54,72,92,75,95,54,48,75.69
63,70,94,52,98,88,47,74.86
74,47,90,87,76,45,41,64.07
93,90,62,40,82,61,68,68.33
88,82,83,35,98,85,58,78.5
61,82,58,81,59,43,80,61.64
89,42,57,40,57,78,44,59.14
77,55,35,74,89,55,78,62.15
84,85,48,81,88,90,85,79.04
50,90,53,89,99,30,45,62.94
52,79,72,41,69,51,42,57.58
92,50,67,61,77,94,50,68.81
99,37,71,69,89,64,75,73.37
56,93,40,80,68,78,60,70.14
58,79,68,41,77,64,66,67.43
85,31,57,46,92,78,64,61.02
72,35,89,82,94,53,42,61.85
73,51,61,88,63,31,46,56.52
59,75,48,80,69,74,84,68.66
99,90,56,56,91,47,42,67.2
97,64,72,75,98,79,80,78.81
61,91,48,59,98,56,71,69.29
68,86,56,38,98,74,87,75.67
81,54,79,31,63,32,77,60.9
73,54,43,54,86,54,41,54.39
71,62,45,87,71,77,46,65.03
52,37,78,73,57,59,43,52.81
89,42,46,51,66,56,90,66.42
76,90,59,46,92,30,70,68.82
68,37,36,57,87,43,60,52.99
58,56,43,77,87,55,75,63.29
98,83,84,65,81,46,80,76.4
62,32,79,80,69,59,55,67.8
51,62,69,67,58,43,70,62.61
85,57,94,60,84,34,84,67.47
78,81,66,41,71,38,67,67.0
60,58,48,41,95,69,87,65.66
83,90,63,49,57,84,92,71.12
53,90,91,78,88,82,67,79.83
53,51,53,42,83,42,66,56.11
50,86,70,75,98,32,64,63.98
74,74,80,41,70,43,52,61.25
75,59,39,66,79,88,81,69.97
60,43,51,65,65,31,64,50.36
72,77,68,82,79,70,41,69.13
51,47,77,62,67,52,46,55.59
68,61,56,56,57,82,76,60.25
78,67,84,39,74,67,68,71.27
89,82,45,42,75,38,65,64.53
53,44,64,89,98,82,44,66.69
65,66,84,69,69,32,63,62.17
96,78,63,81,62,80,51,66.61
86,62,49,79,93,44,64,69.37
76,42,70,67,84,77,68,71.11
54,93,73,82,72,84,45,70.31
64,48,51,33,62,74,73,56.6
72,85,94,40,64,50,56,63.52
98,66,61,89,94,82,62,80.03
52,87,88,33,73,63,81,72.84
67,38,36,60,63,80,52,58.99
92,33,40,60,63,50,87,58.68
75,42,38,89,82,45,89,59.9
55,92,57,38,73,46,44,53.29
93,92,81,34,85,32,47,70.53
66,90,65,72,97,60,66,72.57
95,65,82,53,80,57,57,72.66
87,37,91,32,82,40,45,59.99
91,56,35,72,85,58,67,65.79
97,55,78,65,66,47,43,67.1
99,74,92,65,92,52,87,82.62
76,71,88,40,69,35,77,63.58
69,43,85,34,57,76,75,66.15
55,81,89,31,83,52,43,65.61
84,82,81,67,62,71,73,71.05
61,80,47,83,56,81,40,63.49
97,31,40,42,57,39,68,57.06
52,77,68,41,84,51,75,68.51
97,78,71,45,87,69,75,74.48
53,88,50,67,90,43,61,63.21
94,38,89,45,75,81,45,67.35
53,31,66,40,89,30,73,49.85
53,72,78,38,70,36,40,56.31
88,43,49,53,64,84,49,59.87
70,69,86,64,98,49,42,67.9
93,84,38,67,55,81,72,70.91
51,88,77,53,55,33,60,56.46
65,76,46,81,86,92,49,74.03
56,63,44,67,94,44,65,56.71
68,65,36,59,71,80,62,61.87
92,62,58,71,60,30,86,62.87
82,92,50,64,59,81,55,70.16
58,47,69,50,95,54,80,68.89
86,51,90,83,81,33,41,66.13
66,34,74,81,88,94,56,66.51
76,61,51,46,55,30,60,55.83
82,78,81,81,92,69,70,77.31
98,65,42,53,86,74,89,73.63
61,43,63,56,87,39,89,57.93
94,93,68,59,95,86,78,76.78
60,61,76,86,73,85,72,69.87
62,38,65,42,69,77,65,55.41
80,77,88,32,64,56,62,74.26
62,81,94,57,96,32,51,68.67
87,38,51,82,80,66,50,64.9
75,61,38,51,73,32,88,63.84
80,39,57,47,91,93,64,71.62
71,40,45,63,56,74,45,58.52
55,87,57,39,62,64,43,60.03
69,57,88,67,95,38,90,78.44
70,63,39,50,65,94,87,69.9
59,82,86,87,96,86,79,78.05
68,69,73,62,59,74,70,68.4
84,93,66,53,65,57,82,74.58
75,39,39,42,70,92,79,60.22
56,55,73,68,89,56,58,62.72
86,72,51,78,81,85,68,73.35
57,73,57,72,65,66,77,71.05
54,86,68,52,90,36,52,63.61
93,77,64,60,84,43,81,75.93
85,91,61,69,57,53,88,70.62
77,90,67,39,92,61,55,70.77
99,74,50,89,78,81,53,71.85
52,90,91,30,59,83,88,72.49
88,31,78,31,67,93,78,66.37
57,76,65,31,97,48,62,60.94
64,58,38,80,76,93,90,60.76
76,92,86,54,88,36,73,70.11
98,54,93,59,77,71,48,70.19
85,33,54,45,98,44,83,58.34
65,76,82,49,68,77,60,72.13
75,92,66,46,70,39,87,69.47
94,35,68,35,93,55,75,65.03
93,47,85,85,96,36,66,72.36
53,65,79,57,70,74,75,73.1
61,86,85,35,60,69,60,68.06
66,59,50,30,63,70,50,52.24
90,43,81,74,82,81,45,70.43
93,68,63,53,56,52,46,61.27
75,31,83,71,97,46,89,62.9
80,63,74,43,73,56,41,61.95
64,87,63,85,94,69,85,77.39
83,64,90,56,81,88,43,69.28
78,63,37,75,69,91,76,69.62
58,37,76,42,66,47,47,56.33
63,72,41,68,95,61,69,57.74
85,92,76,43,75,92,88,84.41
53,91,74,53,55,94,87,75.62
87,49,55,38,71,65,60,60.68
86,81,69,51,99,83,64,79.43
73,75,71,34,67,71,75,65.92
66,33,63,64,81,78,70,64.16
62,91,65,57,87,55,41,66.23
69,39,51,66,57,34,64,55.85
66,69,77,83,88,70,80,77.74
76,34,55,59,65,68,56,57.8
82,47,62,38,75,71,94,64.22
70,90,94,78,73,82,51,76.61
66,86,57,76,77,78,42,60.67
71,92,65,55,65,92,83,75.41
74,34,62,50,73,51,46,57.65
52,50,81,33,68,40,67,55.31
76,48,45,46,61,56,42,55.83
76,52,35,63,86,72,78,61.41
95,62,94,58,64,62,59,74.49
61,33,58,48,84,89,85,66.9
64,64,47,74,98,37,84,69.4
87,88,77,63,55,43,89,73.66
69,71,73,38,61,88,61,68.15
71,78,87,40,58,71,67,68.81
51,70,61,43,66,36,69,53.99
53,78,35,86,99,69,73,74.48
94,75,43,57,98,46,83,72.71
62,93,74,71,66,94,86,78.32
81,79,55,66,92,50,43,61.33
71,72,44,89,65,69,63,64.86
74,56,43,89,59,78,73,70.98
76,63,37,88,90,76,90,70.7
66,92,63,48,99,72,62,72.75
55,56,56,69,85,85,47,64.92
92,36,72,73,75,88,72,71.46
65,52,76,78,85,69,94,75.62
57,31,75,39,82,61,82,70.28
82,65,77,65,84,52,51,65.02
59,87,90,45,87,33,89,78.58
83,40,64,44,63,30,63,53.0
68,36,87,47,84,33,91,64.25
63,60,58,35,87,92,89,72.79
52,75,37,76,60,56,58,58.73
90,82,42,71,72,82,71,73.29
72,75,79,74,98,76,44,76.74
89,66,60,77,84,77,50,69.49
60,56,81,72,56,66,76,66.69
96,54,69,53,76,35,59,63.6
55,41,73,52,62,39,58,55.03
83,89,85,58,76,85,65,77.14
50,46,65,76,91,90,84,68.69
84,79,89,76,90,89,56,83.32
74,38,67,52,81,58,47,60.62
78,58,93,60,84,68,58,74.91
72,54,75,56,76,62,86,73.18
67,44,69,64,85,83,85,71.98
63,38,50,87,60,72,85,67.19
66,42,45,56,84,88,43,59.77
51,76,83,63,64,42,75,62.41
80,73,49,54,60,35,66,61.72
68,32,59,34,99,45,77,61.2
81,47,48,50,56,54,61,55.64
77,39,43,40,97,62,88,68.05
90,65,44,85,84,38,41,59.76
57,86,57,48,76,86,50,66.01
91,32,79,70,93,93,54,71.06
90,49,40,45,57,57,93,58.46
89,47,62,35,96,82,94,72.31
88,78,47,70,64,67,45,66.19
71,66,79,76,81,61,47,74.16
73,49,47,85,58,71,61,65.72
87,93,80,67,99,82,85,85.53
51,51,84,55,86,79,82,70.25
90,50,64,67,90,35,53,72.82
90,64,89,57,86,34,84,74.77
68,30,39,51,86,88,48,56.43
90,41,41,36,86,66,73,64.96
51,42,88,30,98,78,93,68.34
77,37,89,70,93,44,55,64.68
81,60,60,82,73,87,81,77.69
68,34,57,77,81,82,67,64.44
65,73,86,42,99,92,78,84.3
79,80,62,46,60,44,75,62.27
71,54,58,70,81,84,88,69.85
63,74,67,50,56,90,52,67.24
50,42,47,30,69,79,57,55.26
94,64,83,46,66,93,71,75.92
51,61,68,49,79,47,89,66.63
71,51,47,59,82,56,89,68.7
95,35,65,46,98,49,87,69.3
82,78,90,56,70,56,73,73.59
64,40,63,56,70,30,79,59.68
99,44,65,73,80,43,50,65.2
90,69,82,70,91,38,94,78.56
71,63,65,33,86,78,66,69.51
89,59,58,70,99,57,40,68.58
88,48,80,62,94,56,76,67.72
90,91,64,30,80,68,65,72.62
90,91,41,40,92,33,85,68.37
60,67,54,37,97,92,44,68.75
53,59,36,64,62,45,74,56.25
56,61,52,87,87,38,66,69.01
70,54,46,89,66,45,76,68.48
56,41,92,59,92,59,77,73.31
53,38,88,66,89,46,86,67.95
61,66,91,81,77,37,57,69.57
76,46,55,69,55,59,66,57.12
66,64,73,89,97,71,74,73.94
69,89,53,53,65,86,79,67.42
80,33,40,32,90,36,57,52.33
75,70,43,60,57,36,85,61.25
80,32,86,70,80,41,85,61.98
84,38,38,67,99,90,65,66.46
58,40,54,33,62,84,64,57.0
54,90,37,33,58,45,45,53.83
97,50,43,37,80,38,48,51.86
57,54,61,65,96,86,51,65.64
70,91,39,31,99,32,80,65.69
65,53,38,32,91,65,45,59.06
65,70,53,76,80,41,44,57.56
67,86,71,60,71,70,88,75.87
96,38,50,88,99,43,42,64.64
77,37,87,39,79,52,74,68.54
67,87,56,77,85,62,80,72.94
63,67,50,55,67,30,59,57.35
97,49,55,84,89,47,58,66.12
86,76,90,31,64,88,84,68.99
89,57,94,43,67,30,84,63.89
65,89,68,31,55,76,74,63.61
70,51,39,88,82,70,74,70.29
50,80,50,47,68,78,79,70.45
60,53,36,56,98,37,63,56.81
60,90,47,38,74,59,65,65.46
51,31,66,89,59,68,63,57.15
81,84,85,82,61,52,61,75.46
68,33,48,61,58,60,91,59.84
54,87,55,88,79,71,77,72.12
52,42,94,40,66,47,50,57.2
77,56,38,50,98,94,55,65.67
75,59,76,62,99,90,62,73.78
72,91,44,62,81,46,60,64.23
79,94,80,73,78,48,89,75.66
57,40,50,47,79,51,57,52.92
85,78,89,53,70,38,41,66.19
78,46,91,41,81,66,90,74.7
62,44,45,44,82,76,74,61.0
74,56,67,50,90,46,46,64.56
71,39,56,77,55,59,57,60.44
95,57,87,35,82,83,81,72.61
82,31,84,67,69,81,49,66.84
86,64,86,36,85,76,74,79.5
56,44,45,87,72,35,62,59.8
72,88,62,47,68,72,72,66.0
55,62,68,51,89,80,64,69.77
64,84,75,61,75,57,60,73.52
64,81,45,66,92,69,57,67.06
89,48,92,36,67,84,52,62.28
83,68,41,80,63,75,76,68.39
63,89,49,49,91,90,62,74.46
78,39,54,42,64,33,46,54.92
65,85,50,65,82,63,42,65.0
78,36,63,58,83,59,58,65.61
72,69,39,72,87,37,76,63.22
59,48,55,73,98,62,79,63.89
96,40,49,50,83,56,62,62.06
53,81,40,31,93,39,49,59.36
61,41,83,73,56,82,48,66.49
91,91,57,58,56,31,51,68.02
83,52,78,48,65,87,72,64.94
53,69,85,63,99,42,80,67.72
69,79,76,37,98,64,91,74.1
77,93,90,88,74,34,74,74.32
77,48,79,61,72,69,73,63.71
55,47,63,42,77,35,89,62.98
63,56,35,47,78,63,61,60.69
84,73,39,33,57,37,91,61.02
96,87,43,47,64,67,45,65.71
50,91,49,85,86,61,79,65.84
68,79,83,76,88,30,43,66.62
50,82,67,43,80,47,84,63.6
62,90,58,76,90,73,64,70.41
57,79,71,77,70,87,81,75.87
67,83,87,37,67,74,83,69.4
84,71,40,48,96,89,82,69.26
72,88,73,83,71,94,44,70.09
99,37,45,53,86,58,78,66.3
75,43,59,78,85,46,90,68.43
90,42,52,85,65,64,80,66.36
87,73,56,45,92,85,52,69.84
69,72,94,66,95,47,43,74.07
51,47,75,83,73,37,73,60.55
75,65,48,30,57,87,79,57.38
85,60,44,74,79,87,80,75.19
74,33,51,44,92,44,92,59.58
79,68,63,38,95,41,60,62.88
67,84,40,71,89,65,65,69.84
56,48,41,47,99,92,66,63.89
76,94,39,33,92,52,92,70.55
60,69,61,71,71,37,57,62.81
86,59,69,83,65,48,56,69.97
57,57,89,87,90,43,87,69.87
60,78,51,83,70,64,80,66.83
73,70,41,86,96,49,58,70.19
79,78,35,34,96,63,73,67.72
79,58,49,36,76,73,58,61.23
64,30,72,79,89,75,78,67.16
84,60,92,31,76,83,82,78.74
88,56,83,32,70,65,55,61.09
73,64,89,30,90,61,78,74.11
57,37,45,47,62,76,86,63.19
92,69,86,36,87,77,68,77.75
91,87,60,75,82,81,63,79.27
69,35,77,83,75,37,42,55.41
90,44,87,85,55,49,94,70.01
96,50,83,35,59,66,91,71.67
75,66,77,63,61,39,93,69.3
73,83,90,65,77,75,73,81.07
71,58,48,72,68,62,67,63.53
54,87,93,34,87,56,79,71.5
64,48,47,70,80,60,48,57.08
85,63,38,50,68,90,42,62.3
86,87,82,79,84,34,55,77.26
78,42,71,52,64,41,76,61.37
64,33,67,89,70,91,51,65.91
76,40,48,64,80,66,42,59.69
98,79,47,30,72,74,78,74.59
57,50,51,72,95,51,66,61.23
78,89,81,88,73,65,63,72.06
68,50,73,64,99,44,47,59.82
80,72,82,48,79,87,93,78.62
58,74,40,83,67,33,63,55.75
59,71,56,87,96,85,72,72.88
86,55,57,59,98,93,51,71.75
59,60,71,71,95,58,56,66.46
82,78,70,35,76,58,52,67.78
74,32,75,71,63,64,94,70.37
53,68,91,83,74,83,73,72.77
54,77,77,60,84,64,58,67.1
72,50,79,89,64,53,83,65.61
88,47,69,73,72,68,80,74.43
54,64,92,88,96,32,77,75.64
57,61,66,43,93,33,79,64.02
66,84,35,45,58,69,52,61.28
50,40,38,86,59,84,81,63.83
99,87,81,89,96,42,75,84.52
61,67,38,58,74,74,44,55.92
84,75,67,68,57,70,85,74.69
63,49,77,71,77,36,68,63.04
97,55,91,69,85,33,52,70.71
67,40,68,48,56,74,81,66.58
59,66,64,50,70,58,81,60.85
64,35,73,62,58,68,88,68.3
91,83,49,59,79,80,62,69.34
82,76,66,43,69,90,53,70.25
68,76,60,60,59,85,52,61.86
83,55,73,55,98,84,57,75.02
94,54,42,84,92,79,76,75.7
74,65,60,47,95,85,84,72.5
65,50,51,33,94,55,72,57.02
57,87,64,65,86,87,52,71.34
84,72,69,42,60,43,62,62.13
70,52,46,82,93,94,65,67.88
68,94,40,66,83,38,89,67.62
95,88,63,39,57,46,40,66.64
60,90,48,66,77,44,55,58.25
93,93,35,59,95,91,81,76.93
60,62,61,87,88,30,87,72.4
60,77,73,89,87,31,92,71.07
71,68,40,70,96,40,56,61.02
70,41,67,33,85,50,75,60.71
76,40,81,39,90,72,67,67.72
67,77,82,71,87,81,44,70.36
91,37,78,73,71,80,83,68.55
97,80,75,69,96,38,54,73.46
89,37,65,69,85,64,53,68.82
87,65,83,57,59,44,42,61.62
79,59,71,31,78,75,52,70.72
94,41,66,56,97,64,92,80.39
96,58,67,89,88,54,92,82.29
94,32,54,58,78,51,53,60.55
82,91,39,35,77,79,43,64.55
70,40,81,52,56,66,57,57.42
51,88,51,41,69,34,53,51.85
62,71,67,70,93,47,70,67.31
51,35,76,37,79,66,94,65.47
92,84,57,39,99,86,74,75.61
94,35,40,46,69,71,44,60.43
80,50,84,30,98,34,63,62.26
59,73,63,32,92,80,40,65.11
72,77,72,73,95,60,57,70.07
71,65,38,75,77,55,80,66.13
96,74,91,57,82,74,77,82.48
78,32,72,71,61,52,46,57.68
82,88,41,65,90,75,73,71.88
80,41,49,88,87,82,91,74.91
63,48,93,77,73,75,58,70.69
59,52,55,55,68,60,88,63.5
67,34,90,87,82,42,83,76.23
60,80,50,54,67,88,63,67.42
88,48,40,63,85,30,69,61.83
96,41,47,32,57,61,53,57.42
52,86,42,86,72,77,89,67.43
51,66,67,57,65,93,71,71.49
57,63,37,84,69,47,69,59.41
80,92,81,58,66,39,43,64.7
57,33,80,42,85,43,83,58.54
92,83,57,71,93,74,72,81.18
97,83,42,68,96,43,67,77.79
51,35,54,82,80,39,85,54.71
71,36,64,49,80,33,77,55.79
54,63,80,84,74,75,73,74.47
56,44,45,51,64,89,68,61.82
69,42,88,42,94,63,83,70.42
77,66,54,37,86,49,40,60.13
62,67,36,86,59,52,50,53.42
51,60,68,71,97,79,46,68.95
81,89,51,48,69,90,62,71.37
75,42,49,34,68,35,52,51.3
52,50,35,34,71,61,43,52.99
90,73,81,63,61,47,46,66.45
91,57,39,78,55,47,83,57.2
62,86,68,63,75,69,53,69.55
70,30,39,40,61,76,65,46.65
94,39,74,83,66,55,82,72.44
86,37,79,67,62,53,71,61.14
72,92,42,36,91,90,94,77.48
56,56,38,45,96,46,46,58.85
66,47,77,47,99,64,71,63.86
77,64,46,35,57,80,87,71.17
96,73,70,79,55,94,54,70.71
79,37,78,82,94,71,77,77.57
54,75,64,80,58,36,91,65.42
73,72,53,89,78,47,58,68.85
56,75,56,30,98,72,54,61.86
83,69,90,52,92,77,58,73.33
99,85,62,79,79,65,74,75.67
91,56,64,67,86,66,54,78.15
82,49,40,37,98,52,81,64.1
76,86,75,41,59,61,91,75.77
63,41,54,34,98,90,69,62.95
68,52,84,84,99,45,69,69.67
97,41,49,72,70,80,90,67.79
87,73,85,56,79,47,72,76.8
61,68,42,74,95,74,48,59.89
52,71,71,86,82,56,94,70.73
56,77,62,89,78,92,74,73.73
84,64,45,79,72,67,75,68.32
74,66,40,50,56,81,45,58.01
98,69,61,76,71,45,53,75.09
64,45,76,72,72,64,49,62.77
68,77,45,66,89,89,76,72.6
68,47,53,42,90,46,74,63.2
72,47,46,48,76,53,63,61.12
60,43,51,88,56,55,41,59.85
70,71,42,88,97,66,61,61.99
83,31,93,42,99,71,77,67.66
88,82,87,87,92,55,60,78.58
56,89,94,51,86,79,48,69.37
91,64,65,75,69,69,75,68.03
93,93,53,61,72,38,80,73.58
76,62,77,32,70,93,62,65.3
99,70,94,38,93,76,62,81.61
72,92,85,67,90,86,59,75.55
87,33,54,77,62,71,73,64.79
69,50,36,52,73,87,54,62.47
76,33,40,78,68,46,66,57.91
57,85,75,55,91,83,75,73.37
86,33,61,36,79,62,76,65.27
52,33,82,39,94,73,45,56.05
51,32,52,34,56,82,65,55.71
71,84,54,83,77,33,85,68.15
55,61,43,45,70,37,51,51.31
88,87,37,38,74,84,51,71.11
89,63,74,79,86,76,48,78.56
85,92,72,81,74,52,41,69.64
93,39,52,54,89,68,76,67.6
73,61,46,82,66,93,53,70.16
61,34,90,68,87,30,65,63.96
66,58,82,67,65,36,76,59.67
71,36,53,87,78,80,57,65.44
68,44,60,44,75,54,91,59.74
58,31,67,61,90,84,43,65.35
61,39,67,81,63,46,51,56.05
81,40,40,64,62,73,66,55.54
80,82,88,53,86,48,74,76.87
66,85,92,65,82,80,90,81.76
72,69,91,69,72,54,61,67.88
59,87,43,86,62,91,68,69.34
79,56,44,88,69,71,55,69.75
68,32,78,70,90,46,69,67.48
75,68,87,79,58,41,53,66.04
75,51,61,55,59,87,61,64.38
60,90,51,66,94,90,72,75.0
69,67,86,70,63,36,88,63.63
94,45,54,52,71,48,56,59.36
53,46,88,48,80,35,52,54.81
96,90,47,75,92,54,45,73.68
61,73,65,40,70,86,40,61.66
74,73,76,80,55,38,84,68.74
59,70,51,76,58,44,92,65.41
71,84,85,47,56,77,71,73.25
56,32,83,57,57,44,50,52.84
73,42,45,44,96,32,58,56.22
51,80,61,71,96,44,61,61.7
81,83,47,69,79,61,86,76.41
70,47,80,61,95,94,91,79.76
56,69,85,44,72,45,84,66.95
57,39,92,72,56,57,90,68.29
87,70,77,66,76,48,48,66.33
70,73,86,32,74,38,42,62.27
57,37,74,69,80,35,77,64.88
74,65,89,80,99,43,41,69.62
77,85,70,41,63,83,89,69.56
77,43,49,45,82,40,76,58.68
80,58,56,34,73,75,68,68.45
85,36,59,76,64,42,77,69.25
74,71,53,34,55,78,72,64.0
90,59,63,73,81,65,80,75.97
86,76,90,54,82,39,87,73.19
87,63,57,85,77,45,57,68.48
61,91,53,85,99,39,53,66.37
86,45,37,81,80,77,52,61.38
86,58,53,40,58,49,69,61.52
80,44,47,69,66,66,40,54.35
67,80,67,39,80,94,64,73.82
75,85,58,88,92,36,44,65.85
55,71,72,66,94,88,71,75.16
58,49,69,37,63,68,60,59.3
60,76,67,49,56,63,51,54.04
80,93,79,66,86,48,89,75.26
95,31,91,64,99,43,47,69.5
51,61,83,58,62,89,92,62.26
78,83,36,62,64,64,48,58.14
95,71,53,56,68,75,41,62.89
91,59,73,75,61,94,72,74.77
54,38,81,36,60,39,67,58.82
72,48,67,52,81,77,67,64.64
85,35,61,79,60,65,64,64.28
56,87,84,85,63,36,66,66.88
62,30,36,56,76,70,88,63.73
91,42,67,34,84,42,82,65.97
59,35,83,71,81,94,75,75.44
85,58,41,40,56,66,54,55.78
65,60,44,82,86,49,52,62.54
64,70,62,38,77,94,85,71.33
92,68,59,74,55,58,45,65.1
68,86,65,30,56,47,72,65.92
70,57,78,73,87,45,60,64.38
84,60,47,58,78,70,78,67.16
64,42,65,34,75,42,61,56.94
97,80,63,45,99,54,86,74.17
63,94,74,43,66,81,91,76.07
78,74,43,69,93,45,79,68.54
54,82,65,46,67,77,51,68.17
98,86,75,38,97,90,86,86.6
67,55,63,80,88,83,79,79.71
50,45,38,61,85,77,92,62.1
76,41,51,62,60,37,84,57.16
76,45,51,71,68,69,63,61.66
74,83,53,36,88,83,87,74.51
90,81,85,68,98,31,78,77.78
70,53,82,50,65,69,71,73.04
63,87,37,44,70,62,92,69.7
69,68,92,63,73,71,92,76.84
77,30,67,33,65,75,68,66.04
70,90,71,85,63,82,67,74.92
72,77,76,41,79,90,64,69.71
60,91,84,63,60,35,64,67.38
51,33,52,89,98,71,42,58.52
69,81,55,83,92,42,86,73.51
73,75,92,53,98,59,90,74.38
74,46,58,84,89,69,91,67.74
86,59,93,82,73,70,82,80.91
71,78,50,50,68,51,68,62.56
73,80,65,67,60,33,64,58.25
64,62,76,88,57,47,51,63.76
61,87,94,72,57,33,63,65.91
95,68,37,78,98,67,57,73.38
80,66,51,70,59,69,91,72.72
92,44,67,57,75,44,94,72.32
80,90,85,32,67,62,88,72.6
79,39,41,30,94,47,81,56.48
90,49,74,69,59,67,43,66.78
69,38,56,40,90,72,40,58.63
57,49,41,81,72,77,54,51.44
93,93,67,49,90,79,92,82.68
79,36,39,35,79,82,50,53.92
84,93,47,89,82,75,93,78.06
70,77,64,83,77,93,92,77.56
96,76,44,72,79,77,62,73.51
89,93,48,68,98,93,66,84.02
77,74,41,70,86,56,47,67.14
88,46,65,65,80,55,63,65.8
66,80,38,53,68,40,63,59.3
61,72,80,86,72,52,66,68.78
99,42,82,84,60,55,79,70.57
67,56,76,84,78,44,41,61.21
96,76,38,75,59,54,75,64.67
77,69,48,59,81,69,93,70.01
52,61,49,72,68,80,60,60.24
64,74,91,71,75,72,68,73.37
65,66,69,30,75,80,77,63.51
71,44,68,55,84,93,69,68.39
98,38,48,39,56,64,82,60.42
80,84,47,49,71,79,90,72.01
80,38,58,46,75,76,82,58.62
50,93,57,45,64,90,86,76.15
60,70,92,61,91,59,62,66.22
55,44,87,38,84,84,55,64.25
72,65,85,89,60,57,90,72.46
58,65,50,60,68,94,82,70.05
65,94,69,56,79,31,70,68.56
87,57,61,51,60,60,44,61.08
93,62,68,78,76,43,72,71.97
68,94,55,87,92,66,87,76.75
94,83,42,76,72,59,53,68.26
62,35,67,50,59,72,75,59.04
81,77,62,66,63,76,68,66.64
85,57,61,71,74,50,93,76.57
58,45,51,71,92,43,74,62.43
95,55,92,54,72,91,54,71.26
95,79,78,32,61,76,89,72.88
98,83,48,32,97,63,77,70.99
86,42,64,86,70,71,52,66.54
80,94,91,33,59,76,45,68.18
80,64,80,83,56,82,64,72.21
68,58,51,74,97,94,73,74.46
51,60,72,71,69,42,68,58.29
94,41,37,88,85,61,58,67.39
81,61,91,89,99,87,57,86.35
92,39,40,66,60,50,62,57.52
83,34,90,63,75,85,41,67.9
50,56,59,86,69,32,76,54.96
70,68,40,89,78,67,73,67.36
52,50,70,39,70,94,56,65.28
76,45,73,76,71,56,62,65.78
93,58,70,60,92,60,50,66.35
56,43,84,54,81,50,47,60.9
82,70,37,31,57,82,69,65.96
58,70,69,38,85,73,81,76.04
79,73,81,59,77,34,53,67.06
67,45,91,54,63,89,54,68.73
75,53,53,60,97,45,76,65.47
69,50,45,58,67,50,45,57.4
87,88,49,43,93,68,62,72.85
90,68,71,57,69,94,70,77.48
80,36,66,37,77,78,86,73.18
57,57,65,68,89,83,78,72.07
72,80,89,72,88,78,74,76.12
99,64,56,66,96,57,47,67.32
74,87,41,56,72,64,58,66.36
96,39,35,82,71,45,92,66.35
50,67,66,38,91,72,67,69.11
95,61,88,42,85,87,42,75.11
67,91,55,70,94,59,81,74.24
68,79,68,49,84,60,59,66.06
91,70,73,85,80,84,75,80.55
55,76,86,45,68,78,84,74.32
66,31,42,39,90,53,59,54.88
95,71,61,54,93,67,87,76.38
94,33,77,32,56,47,69,59.09
57,30,57,44,66,64,43,49.98
91,51,50,30,85,94,49,67.59
58,40,48,78,73,64,66,56.71
86,40,85,85,66,33,56,65.86
76,43,94,44,64,91,63,69.56
85,88,59,85,93,76,63,79.59
55,47,39,45,73,48,61,47.98
55,90,37,40,87,70,92,70.36
94,53,38,86,64,83,54,67.82
53,56,45,30,61,64,48,60.4
71,64,42,48,94,46,90,63.1
89,51,93,39,64,87,75,70.07
76,40,67,37,61,70,84,69.16
86,87,56,49,78,76,88,72.86
51,33,49,86,64,45,55,50.88
58,94,46,38,87,46,49,60.16
60,47,58,36,66,33,40,51.85
69,88,41,79,80,35,85,64.17
92,52,58,87,94,84,47,69.34
88,33,48,41,75,79,93,62.07
63,82,47,85,73,42,46,60.75
75,69,44,52,91,81,86,68.92
87,69,35,68,92,54,51,63.71
79,80,85,70,66,41,44,65.5
85,38,39,65,68,58,70,63.24
87,52,68,55,73,75,68,74.27
84,42,79,69,55,45,74,64.4
55,30,81,39,57,64,66,52.53
52,39,77,54,59,75,78,64.97
50,56,87,59,77,55,84,65.98
67,48,42,72,84,83,80,64.92
72,51,85,66,96,39,65,73.63
81,40,48,71,57,55,55,56.96
78,45,78,62,83,81,86,72.67
72,58,71,80,82,82,83,79.03
85,59,51,73,66,55,63,71.26
55,40,77,65,66,36,70,54.51
66,86,56,81,66,32,83,73.48
67,94,91,72,59,48,58,71.37
80,35,78,82,56,45,44,60.72
